TraesCS1A03G0188400LC.1	20
TraesCS1A03G0189700.1	26
TraesCS1A03G0189800.1	12
TraesCS1A03G0192700LC.1	2
TraesCS1A03G0192800.1	8
TraesCS1A03G0193000.1	139
TraesCS1A03G0194600.1	7
TraesCS1A03G0195200.1	50
TraesCS1A03G0195800LC.1	7
TraesCS1A03G0195900LC.1	6
TraesCS1A03G0196000LC.1	12
TraesCS1A03G0197600.1	67
TraesCS1A03G0197700.1	15
TraesCS1A03G0199600LC.1	2
TraesCS1A03G0200400.1	180
TraesCS1A03G0200700.2	735
TraesCS1A03G0202800.1	46
TraesCS1A03G0204100LC.1	1
TraesCS1A03G0204400LC.1	1
TraesCS1A03G0204500LC.1	2
TraesCS1A03G0205300.1	249
TraesCS1A03G0205400.1	2
TraesCS1A03G0206300.1	1
TraesCS1A03G0207800LC.1	3
TraesCS1A03G0208000.1	1
TraesCS1A03G0209700LC.1	2
TraesCS1A03G0210600.2	7
TraesCS1A03G0211100.1	1
TraesCS1A03G0211400LC.1	4
TraesCS1A03G0212000LC.1	7
TraesCS1A03G0212200.2	47
TraesCS1A03G0212300LC.2	2
TraesCS1A03G0213200LC.1	4
TraesCS1A03G0213700.2	25
TraesCS1A03G0214200.1	2
TraesCS1A03G0216200LC.1	11
TraesCS1A03G0217500.1	1
TraesCS1A03G0217900.1	20
TraesCS1A03G0218100.1	17
TraesCS1A03G0218200.3	54
TraesCS1A03G0218400.1	6
TraesCS1A03G0219300.1	18
TraesCS1A03G0221000.2	2
TraesCS1A03G0224200LC.1	3
TraesCS1A03G0224700.1	2
TraesCS1A03G0226100LC.1	2
TraesCS1A03G0227100.1	4
TraesCS1A03G0227200.3	57
TraesCS1A03G0229900LC.1	26
TraesCS1A03G0230000.1	105
TraesCS1A03G0230200LC.1	6
TraesCS1A03G0230500.2	13
TraesCS1A03G0231100LC.1	1
TraesCS1A03G0231900.1	11
TraesCS1A03G0232100.1	34
TraesCS1A03G0232300.2	12
TraesCS1A03G0233200LC.1	1
TraesCS1A03G0233500.1	5
TraesCS1A03G0233800.1	9
TraesCS1A03G0233900.1	433
TraesCS1A03G0234400.2	10
TraesCS1A03G0234600LC.1	1
TraesCS1A03G0240900LC.1	1
TraesCS1A03G0241600.1	13
TraesCS1A03G0241900LC.1	11
TraesCS1A03G0242000.1	1
TraesCS1A03G0242100.1	34
TraesCS1A03G0242300LC.1	11
TraesCS1A03G0243400.1	3
TraesCS1A03G0243800.1	1
TraesCS1A03G0244600LC.1	1
TraesCS1A03G0244800LC.1	1
TraesCS1A03G0245600.1	10
TraesCS1A03G0245800.1	4
TraesCS1A03G0245900.1	10
TraesCS1A03G0246200.1	26
TraesCS1A03G0246300LC.1	5
TraesCS1A03G0246500LC.1	1
TraesCS1A03G0246600.1	26
TraesCS1A03G0246700.1	19
TraesCS1A03G0247400LC.1	1
TraesCS1A03G0249000.1	3
TraesCS1A03G0249200LC.1	17
TraesCS1A03G0252600LC.1	4
