gene_id	meth_CS	cov_CS	meth_CSxP	cov_CSxP	meth_P	cov_P	pct_CS	pct_CSxP	pct_P	subgenome	category.x	category.y
TraesCS1B03G0615800	97	217	79	230	66	278	44.7004608294931	34.3478260869565	23.7410071942446	B	additive	Conserved
TraesCS1B03G0618700	38	720	35	754	49	891	5.27777777777778	4.64190981432361	5.49943883277217	B	conserved_mC	Conserved
TraesCS1B03G0618900	97	216	58	131	50	126	44.9074074074074	44.2748091603054	39.6825396825397	B	conserved_mC	Conserved
TraesCS1B03G0619800	3	167	5	106	1	85	1.79640718562874	4.71698113207547	1.17647058823529	B	conserved_mC	Conserved
TraesCS1B03G0620000	199	283	162	258	200	252	70.3180212014134	62.7906976744186	79.3650793650794	B	underdominant	Conserved
TraesCS1B03G0621100	16	318	2	262	6	227	5.0314465408805	0.763358778625954	2.6431718061674	B	conserved_mC	Conserved
TraesCS1B03G0621200	14	748	12	588	15	842	1.8716577540107	2.04081632653061	1.78147268408551	B	conserved_mC	Conserved
TraesCS1B03G0621600	26	672	11	471	15	456	3.86904761904762	2.33545647558386	3.28947368421053	B	conserved_mC	Conserved
TraesCS1B03G0622700	61	257	43	261	45	300	23.7354085603113	16.4750957854406	15	B	conserved_mC	Conserved
TraesCS1B03G0623800	199	251	258	330	245	312	79.2828685258964	78.1818181818182	78.525641025641	B	conserved_mC	Conserved
TraesCS1B03G0628600	11	460	15	415	8	430	2.39130434782609	3.6144578313253	1.86046511627907	B	conserved_mC	Cis only
TraesCS1B03G0630700	201	244	304	334	274	301	82.3770491803279	91.0179640718563	91.0299003322259	B	conserved_mC	Conserved
TraesCS1B03G0632100	166	300	175	350	174	378	55.3333333333333	50	46.031746031746	B	conserved_mC	Conserved
TraesCS1B03G0642600	74	348	79	400	91	404	21.264367816092	19.75	22.5247524752475	B	conserved_mC	Conserved
TraesCS1B03G0647000	51	382	23	353	22	300	13.3507853403141	6.51558073654391	7.33333333333333	B	conserved_mC	Conserved
TraesCS1B03G0648500	170	408	205	564	216	688	41.6666666666667	36.3475177304965	31.3953488372093	B	conserved_mC	Conserved
TraesCS1B03G0652600	14	428	20	368	19	452	3.27102803738318	5.43478260869565	4.20353982300885	B	conserved_mC	Conserved
TraesCS1B03G0652900	85	253	78	244	83	333	33.596837944664	31.9672131147541	24.9249249249249	B	conserved_mC	Conserved
TraesCS1B03G0654500	15	201	21	245	26	246	7.46268656716418	8.57142857142857	10.5691056910569	B	conserved_mC	Conserved
TraesCS1B03G0654800	56	317	46	311	80	420	17.6656151419558	14.7909967845659	19.0476190476191	B	conserved_mC	Conserved
TraesCS1B03G0659600	91	422	120	429	143	507	21.563981042654	27.972027972028	28.2051282051282	B	conserved_mC	Trans only
TraesCS1B03G0659900	118	447	204	523	267	586	26.3982102908277	39.0057361376673	45.5631399317406	B	additive	Conserved
TraesCS1B03G0661500	199	385	198	434	259	453	51.6883116883117	45.6221198156682	57.1743929359823	B	underdominant	Conserved
TraesCS1B03G0662800	19	857	15	664	17	752	2.21703617269545	2.25903614457831	2.26063829787234	B	conserved_mC	Conserved
TraesCS1B03G0664400	6	274	4	271	9	277	2.18978102189781	1.4760147601476	3.24909747292419	B	conserved_mC	Conserved
TraesCS1B03G0667100	46	198	52	224	47	234	23.2323232323232	23.2142857142857	20.0854700854701	B	conserved_mC	Conserved
TraesCS1B03G0669400	106	379	150	587	136	463	27.9683377308707	25.5536626916525	29.3736501079914	B	conserved_mC	Conserved
TraesCS1B03G0670800	8	483	12	625	9	608	1.65631469979296	1.92	1.48026315789474	B	conserved_mC	Conserved
TraesCS1B03G0671400	169	330	158	259	146	252	51.2121212121212	61.003861003861	57.9365079365079	B	P_dominant	Conserved
TraesCS1B03G0693000	13	550	9	408	7	487	2.36363636363636	2.20588235294118	1.43737166324435	B	conserved_mC	Conserved
TraesCS1B03G0698000	22	341	13	479	11	396	6.45161290322581	2.71398747390397	2.77777777777778	B	conserved_mC	Conserved
TraesCS1B03G0710600	5	327	10	334	15	441	1.52905198776758	2.9940119760479	3.40136054421769	B	conserved_mC	Conserved
TraesCS1B03G0714000	60	586	60	474	66	494	10.2389078498294	12.6582278481013	13.3603238866397	B	conserved_mC	Conserved
