"gene","category"
"TraesCS1D03G0189600","Ambiguous"
"TraesCS4D03G0298600","Conserved"
"TraesCS2D03G0269000","Conserved"
"TraesCS3D03G0923600","Cis × trans"
"TraesCS6D03G0485200","Ambiguous"
"TraesCS4D03G0104300","Conserved"
"TraesCS4D03G0418300","Conserved"
"TraesCS1D03G0741100","Conserved"
"TraesCS1D03G0758000","Conserved"
"TraesCS2D03G1058400","Cis × trans"
"TraesCS7D03G0253600","Conserved"
"TraesCS4D03G0019600","Ambiguous"
"TraesCS2D03G0324300","Conserved"
"TraesCS4D03G0505800","Conserved"
"TraesCS1D03G0454400","Conserved"
"TraesCS4D03G0200300","Conserved"
"TraesCS2D03G0307200","Compensatory"
"TraesCS1D03G0153100","Conserved"
"TraesCS7D03G0984400","Ambiguous"
"TraesCS2D03G0720400","Ambiguous"
"TraesCS3D03G0807000","Conserved"
"TraesCS5D03G0376500","Conserved"
"TraesCS2D03G1189000","Ambiguous"
"TraesCS2D03G0612400","Conserved"
"TraesCS2D03G0904200","Ambiguous"
"TraesCS6D03G0862300","Ambiguous"
"TraesCS3D03G1162800","Trans only"
"TraesCS2D03G1147000","Trans only"
"TraesCS3D03G0984800","Conserved"
"TraesCS4D03G0422700","Conserved"
"TraesCS4D03G0439700","Conserved"
"TraesCS5D03G0043100","Ambiguous"
"TraesCS4D03G0410800","Conserved"
"TraesCS4D03G0675300","Ambiguous"
