"gene","category"
"TraesCS4D03G0313400","Conserved"
"TraesCS4D03G0318700","Conserved"
"TraesCS4D03G0059200","Ambiguous"
"TraesCS4D03G0060000","Conserved"
"TraesCS4D03G0064600","Conserved"
"TraesCS4D03G0336300","Conserved"
"TraesCS4D03G0367700","Conserved"
"TraesCS4D03G0085300","Ambiguous"
"TraesCS4D03G0385700","Ambiguous"
"TraesCS4D03G0388400","Conserved"
"TraesCS4D03G0096100","Conserved"
"TraesCS4D03G0104300","Conserved"
"TraesCS4D03G0116100","Ambiguous"
"TraesCS4D03G0123200","Ambiguous"
"TraesCS4D03G0014600","Conserved"
"TraesCS4D03G0015300","Conserved"
"TraesCS4D03G0015400","Conserved"
"TraesCS4D03G0155600","Ambiguous"
"TraesCS4D03G0158700","Ambiguous"
"TraesCS4D03G0164000","Conserved"
"TraesCS4D03G0028400","Conserved"
"TraesCS4D03G0200300","Conserved"
"TraesCS4D03G0034600","Conserved"
"TraesCS4D03G0226400","Ambiguous"
"TraesCS4D03G0237600","Conserved"
"TraesCS4D03G0400800","Conserved"
"TraesCS4D03G0544400","Conserved"
"TraesCS4D03G0553500","Ambiguous"
"TraesCS4D03G0571000","Ambiguous"
"TraesCS4D03G0576000","Ambiguous"
"TraesCS4D03G0588000","Conserved"
"TraesCS4D03G0594000","Conserved"
"TraesCS4D03G0610900","Ambiguous"
"TraesCS4D03G0612800","Conserved"
"TraesCS4D03G0630100","Ambiguous"
"TraesCS4D03G0673700","Conserved"
"TraesCS4D03G0675300","Conserved"
"TraesCS4D03G0675500","Ambiguous"
"TraesCS4D03G0675700","Ambiguous"
"TraesCS4D03G0676000","Conserved"
"TraesCS4D03G0676400","Ambiguous"
"TraesCS4D03G0678800","Ambiguous"
"TraesCS4D03G0683300","Conserved"
"TraesCS4D03G0697800","Conserved"
"TraesCS4D03G0699900","Conserved"
"TraesCS4D03G0709700","Conserved"
"TraesCS4D03G0744300","Ambiguous"
"TraesCS4D03G0813700","Ambiguous"
"TraesCS4D03G0820200","Conserved"
"TraesCS4D03G0414100","Conserved"
"TraesCS4D03G0418300","Conserved"
"TraesCS4D03G0424700","Ambiguous"
"TraesCS4D03G0439700","Conserved"
"TraesCS4D03G0396700","Ambiguous"
"TraesCS4D03G0449600","Ambiguous"
"TraesCS4D03G0479900","Ambiguous"
"TraesCS4D03G0496200","Ambiguous"
"TraesCS5A03G0200100","Conserved"
"TraesCS5A03G0030000","Ambiguous"
"TraesCS5A03G0207200","Ambiguous"
"TraesCS5A03G0209300","Conserved"
"TraesCS5A03G0209700","Conserved"
"TraesCS5A03G0210400","Ambiguous"
"TraesCS5A03G0211000","Conserved"
"TraesCS5A03G0213000","Conserved"
"TraesCS5A03G0031900","Ambiguous"
"TraesCS5A03G0032700","Conserved"
"TraesCS5A03G0033000","Ambiguous"
"TraesCS5A03G0033100","Cis only"
"TraesCS5A03G0034100","Conserved"
"TraesCS5A03G0034200","Conserved"
"TraesCS5A03G0035500","Ambiguous"
"TraesCS5A03G0238700","Conserved"
"TraesCS5A03G0249000","Conserved"
"TraesCS5A03G0253100","Ambiguous"
"TraesCS5A03G0042800","Conserved"
"TraesCS5A03G0001300","Conserved"
"TraesCS5A03G0276300","Conserved"
"TraesCS5A03G0050500","Conserved"
"TraesCS5A03G0051400","Ambiguous"
"TraesCS5A03G0055400","Conserved"
"TraesCS5A03G0002500","Conserved"
"TraesCS5A03G0059700","Ambiguous"
"TraesCS5A03G0060700","Conserved"
"TraesCS5A03G0299100","Ambiguous"
"TraesCS5A03G0313000","Ambiguous"
"TraesCS5A03G0316600","Conserved"
"TraesCS5A03G0331600","Cis + trans"
"TraesCS5A03G0344900","Conserved"
"TraesCS5A03G0346400","Ambiguous"
"TraesCS5A03G0073400","Ambiguous"
"TraesCS5A03G0073600","Conserved"
"TraesCS5A03G0073900","Conserved"
"TraesCS5A03G0074000","Ambiguous"
"TraesCS5A03G0074100","Conserved"
"TraesCS5A03G0076200","Conserved"
"TraesCS5A03G0076300","Compensatory"
"TraesCS5A03G0378300","Ambiguous"
"TraesCS5A03G0378700","Conserved"
"TraesCS5A03G0077200","Conserved"
"TraesCS5A03G0386500","Conserved"
"TraesCS5A03G0387400","Ambiguous"
"TraesCS5A03G0389700","Conserved"
"TraesCS5A03G0079200","Ambiguous"
"TraesCS5A03G0079700","Ambiguous"
"TraesCS5A03G0396200","Ambiguous"
"TraesCS5A03G0399900","Conserved"
"TraesCS5A03G0404200","Conserved"
"TraesCS5A03G0082400","Ambiguous"
"TraesCS5A03G0409600","Ambiguous"
"TraesCS5A03G0418800","Ambiguous"
"TraesCS5A03G0006600","Conserved"
"TraesCS5A03G0424100","Ambiguous"
"TraesCS5A03G0432900","Ambiguous"
"TraesCS5A03G0089000","Ambiguous"
"TraesCS5A03G0440300","Conserved"
"TraesCS5A03G0441300","Conserved"
"TraesCS5A03G0092000","Ambiguous"
"TraesCS5A03G0092400","Ambiguous"
"TraesCS5A03G0445200","Conserved"
"TraesCS5A03G0095900","Ambiguous"
"TraesCS5A03G0097800","Conserved"
"TraesCS5A03G0097900","Conserved"
"TraesCS5A03G0105600","Ambiguous"
"TraesCS5A03G0010500","Conserved"
"TraesCS5A03G0114800","Conserved"
"TraesCS5A03G0130900","Conserved"
"TraesCS5A03G0131500","Trans only"
"TraesCS5A03G0131700","Ambiguous"
"TraesCS5A03G0132900","Conserved"
"TraesCS5A03G0133900","Ambiguous"
"TraesCS5A03G0134500","Ambiguous"
"TraesCS5A03G0135200","Conserved"
"TraesCS5A03G0137300","Conserved"
"TraesCS5A03G0137500","Conserved"
"TraesCS5A03G0137900","Ambiguous"
"TraesCS5A03G0143000","Ambiguous"
"TraesCS5A03G0143800","Conserved"
"TraesCS5A03G0017500","Compensatory"
"TraesCS5A03G0017800","Conserved"
"TraesCS5A03G0000800","Conserved"
"TraesCS5A03G0000900","Ambiguous"
"TraesCS5A03G0155100","Conserved"
"TraesCS5A03G0158300","Conserved"
"TraesCS5A03G0018900","Conserved"
"TraesCS5A03G0161500","Ambiguous"
"TraesCS5A03G0163000","Conserved"
"TraesCS5A03G0163100","Conserved"
"TraesCS5A03G0163200","Conserved"
"TraesCS5A03G0164100","Conserved"
"TraesCS5A03G0019300","Ambiguous"
"TraesCS5A03G0166100","Conserved"
"TraesCS5A03G0167100","Conserved"
"TraesCS5A03G0020900","Ambiguous"
"TraesCS5A03G0022300","Conserved"
"TraesCS5A03G0175700","Conserved"
"TraesCS5A03G0176200","Ambiguous"
"TraesCS5A03G0177000","Conserved"
"TraesCS5A03G0177100","Conserved"
"TraesCS5A03G0177300","Ambiguous"
"TraesCS5A03G0180500","Ambiguous"
"TraesCS5A03G0180600","Ambiguous"
"TraesCS5A03G0024900","Trans only"
"TraesCS5A03G0182300","Ambiguous"
"TraesCS5A03G0182400","Ambiguous"
"TraesCS5A03G0183000","Ambiguous"
"TraesCS5A03G0183800","Ambiguous"
"TraesCS5A03G0183900","Ambiguous"
"TraesCS5A03G0187800","Conserved"
"TraesCS5A03G0187900","Conserved"
"TraesCS5A03G0188400","Conserved"
"TraesCS5A03G0189700","Conserved"
"TraesCS5A03G0191800","Conserved"
"TraesCS5A03G0192700","Conserved"
"TraesCS5A03G0193500","Conserved"
"TraesCS5A03G0197600","Ambiguous"
"TraesCS5A03G0028700","Ambiguous"
"TraesCS5A03G0028800","Conserved"
"TraesCS5A03G0199300","Conserved"
"TraesCS5A03G0608100","Conserved"
"TraesCS5A03G0610500","Ambiguous"
"TraesCS5A03G0610600","Ambiguous"
"TraesCS5A03G0611900","Ambiguous"
"TraesCS5A03G0613700","Ambiguous"
"TraesCS5A03G0614600","Cis + trans"
"TraesCS5A03G0618300","Conserved"
"TraesCS5A03G0618700","Ambiguous"
"TraesCS5A03G0623900","Conserved"
"TraesCS5A03G0465700","Conserved"
"TraesCS5A03G0639500","Conserved"
"TraesCS5A03G0639700","Ambiguous"
"TraesCS5A03G0640400","Conserved"
"TraesCS5A03G0640500","Conserved"
"TraesCS5A03G0647900","Ambiguous"
"TraesCS5A03G0650400","Conserved"
"TraesCS5A03G0653800","Conserved"
"TraesCS5A03G0655000","Conserved"
"TraesCS5A03G0657300","Ambiguous"
"TraesCS5A03G0659500","Ambiguous"
"TraesCS5A03G0659800","Conserved"
"TraesCS5A03G0659900","Conserved"
"TraesCS5A03G0660000","Cis only"
"TraesCS5A03G0660400","Ambiguous"
"TraesCS5A03G0661300","Conserved"
"TraesCS5A03G0661400","Ambiguous"
"TraesCS5A03G0663500","Conserved"
"TraesCS5A03G0663800","Ambiguous"
"TraesCS5A03G0665300","Conserved"
"TraesCS5A03G0667900","Ambiguous"
"TraesCS5A03G0671200","Conserved"
"TraesCS5A03G0675600","Ambiguous"
"TraesCS5A03G0676600","Conserved"
"TraesCS5A03G0680600","Ambiguous"
"TraesCS5A03G0685000","Ambiguous"
"TraesCS5A03G0686500","Conserved"
"TraesCS5A03G0689900","Ambiguous"
"TraesCS5A03G0690100","Ambiguous"
"TraesCS5A03G0690400","Conserved"
"TraesCS5A03G0698400","Ambiguous"
"TraesCS5A03G0703500","Ambiguous"
"TraesCS5A03G0712100","Ambiguous"
"TraesCS5A03G0714900","Ambiguous"
"TraesCS5A03G0720000","Ambiguous"
"TraesCS5A03G0720100","Ambiguous"
"TraesCS5A03G0720400","Conserved"
"TraesCS5A03G0722900","Conserved"
"TraesCS5A03G0724900","Ambiguous"
"TraesCS5A03G0725300","Conserved"
"TraesCS5A03G0725500","Ambiguous"
"TraesCS5A03G0726200","Conserved"
"TraesCS5A03G0727800","Ambiguous"
"TraesCS5A03G0728300","Conserved"
"TraesCS5A03G0730500","Ambiguous"
"TraesCS5A03G0733100","Conserved"
"TraesCS5A03G0734100","Conserved"
"TraesCS5A03G0735400","Conserved"
"TraesCS5A03G0736800","Ambiguous"
"TraesCS5A03G0736900","Conserved"
"TraesCS5A03G0740500","Conserved"
"TraesCS5A03G0742000","Ambiguous"
"TraesCS5A03G0743400","Ambiguous"
"TraesCS5A03G0744800","Conserved"
"TraesCS5A03G0744900","Ambiguous"
"TraesCS5A03G0748600","Ambiguous"
"TraesCS5A03G0748800","Conserved"
"TraesCS5A03G0751900","Conserved"
"TraesCS5A03G0752700","Ambiguous"
"TraesCS5A03G0764000","Ambiguous"
"TraesCS5A03G0764700","Ambiguous"
"TraesCS5A03G0768000","Ambiguous"
"TraesCS5A03G0768800","Conserved"
"TraesCS5A03G0768900","Conserved"
"TraesCS5A03G0769500","Ambiguous"
"TraesCS5A03G0771000","Ambiguous"
"TraesCS5A03G0777400","Ambiguous"
"TraesCS5A03G0779300","Cis + trans"
"TraesCS5A03G0782800","Ambiguous"
"TraesCS5A03G0783800","Conserved"
"TraesCS5A03G0785000","Conserved"
"TraesCS5A03G0786200","Conserved"
"TraesCS5A03G0790000","Conserved"
"TraesCS5A03G0791200","Conserved"
"TraesCS5A03G0792000","Ambiguous"
"TraesCS5A03G0794000","Trans only"
"TraesCS5A03G0800900","Conserved"
"TraesCS5A03G0801400","Conserved"
"TraesCS5A03G0801800","Ambiguous"
"TraesCS5A03G0806600","Conserved"
"TraesCS5A03G0814500","Conserved"
"TraesCS5A03G0818100","Ambiguous"
"TraesCS5A03G0826500","Ambiguous"
"TraesCS5A03G0842400","Conserved"
"TraesCS5A03G0843800","Ambiguous"
"TraesCS5A03G0850600","Ambiguous"
"TraesCS5A03G0850700","Ambiguous"
"TraesCS5A03G0857300","Conserved"
"TraesCS5A03G0857900","Conserved"
"TraesCS5A03G0858000","Conserved"
"TraesCS5A03G0858900","Conserved"
"TraesCS5A03G0859000","Ambiguous"
"TraesCS5A03G0859100","Conserved"
"TraesCS5A03G0859200","Conserved"
"TraesCS5A03G0864200","Conserved"
"TraesCS5A03G0864700","Ambiguous"
"TraesCS5A03G0864800","Ambiguous"
"TraesCS5A03G0866500","Ambiguous"
"TraesCS5A03G0869400","Conserved"
"TraesCS5A03G0875500","Conserved"
"TraesCS5A03G0877600","Ambiguous"
"TraesCS5A03G0877900","Conserved"
"TraesCS5A03G0884200","Conserved"
"TraesCS5A03G0885500","Conserved"
"TraesCS5A03G0888400","Ambiguous"
"TraesCS5A03G0889600","Trans only"
"TraesCS5A03G0890400","Conserved"
"TraesCS5A03G0890700","Ambiguous"
"TraesCS5A03G0891200","Conserved"
"TraesCS5A03G0891400","Conserved"
"TraesCS5A03G0893500","Ambiguous"
"TraesCS5A03G0894100","Conserved"
"TraesCS5A03G0895300","Conserved"
"TraesCS5A03G0895800","Ambiguous"
"TraesCS5A03G0900400","Compensatory"
"TraesCS5A03G0900700","Conserved"
"TraesCS5A03G0903800","Ambiguous"
"TraesCS5A03G0905000","Ambiguous"
"TraesCS5A03G0905100","Ambiguous"
"TraesCS5A03G0905500","Conserved"
"TraesCS5A03G0905700","Ambiguous"
"TraesCS5A03G0917300","Conserved"
"TraesCS5A03G0918000","Conserved"
"TraesCS5A03G0918100","Conserved"
"TraesCS5A03G0918500","Conserved"
"TraesCS5A03G0918800","Conserved"
"TraesCS5A03G0919400","Ambiguous"
"TraesCS5A03G0919800","Ambiguous"
"TraesCS5A03G0921100","Conserved"
"TraesCS5A03G0922200","Conserved"
"TraesCS5A03G0924100","Conserved"
"TraesCS5A03G0924800","Conserved"
"TraesCS5A03G0926100","Conserved"
"TraesCS5A03G0926200","Ambiguous"
"TraesCS5A03G0926300","Conserved"
"TraesCS5A03G0927000","Conserved"
"TraesCS5A03G0927400","Conserved"
"TraesCS5A03G0927500","Ambiguous"
"TraesCS5A03G0928800","Ambiguous"
"TraesCS5A03G0929000","Conserved"
"TraesCS5A03G0929100","Ambiguous"
"TraesCS5A03G0930300","Ambiguous"
"TraesCS5A03G0931200","Cis only"
"TraesCS5A03G0931400","Ambiguous"
"TraesCS5A03G0933000","Conserved"
"TraesCS5A03G0933200","Conserved"
"TraesCS5A03G0934400","Conserved"
"TraesCS5A03G0934800","Ambiguous"
"TraesCS5A03G0935300","Conserved"
"TraesCS5A03G0935800","Conserved"
"TraesCS5A03G0937200","Ambiguous"
"TraesCS5A03G0945800","Ambiguous"
"TraesCS5A03G0948200","Conserved"
"TraesCS5A03G0948600","Ambiguous"
"TraesCS5A03G0948700","Ambiguous"
"TraesCS5A03G0948900","Conserved"
"TraesCS5A03G0950200","Ambiguous"
"TraesCS5A03G0952000","Ambiguous"
"TraesCS5A03G0952400","Conserved"
"TraesCS5A03G0952600","Ambiguous"
"TraesCS5A03G0953000","Conserved"
"TraesCS5A03G0956400","Conserved"
"TraesCS5A03G0956600","Ambiguous"
"TraesCS5A03G0957100","Conserved"
"TraesCS5A03G0957300","Conserved"
"TraesCS5A03G0957400","Conserved"
"TraesCS5A03G0957900","Ambiguous"
"TraesCS5A03G0958800","Conserved"
"TraesCS5A03G0958900","Cis + trans"
"TraesCS5A03G0959000","Ambiguous"
"TraesCS5A03G0960300","Conserved"
"TraesCS5A03G0960400","Ambiguous"
"TraesCS5A03G0960700","Cis + trans"
"TraesCS5A03G0961000","Conserved"
"TraesCS5A03G0967900","Conserved"
"TraesCS5A03G0480900","Ambiguous"
"TraesCS5A03G0481000","Ambiguous"
"TraesCS5A03G0986900","Conserved"
"TraesCS5A03G0987200","Conserved"
"TraesCS5A03G0987600","Conserved"
"TraesCS5A03G1002200","Ambiguous"
"TraesCS5A03G1003500","Ambiguous"
"TraesCS5A03G1003800","Conserved"
"TraesCS5A03G1004200","Conserved"
"TraesCS5A03G1004700","Ambiguous"
"TraesCS5A03G1005600","Conserved"
"TraesCS5A03G1006000","Ambiguous"
"TraesCS5A03G1006300","Conserved"
"TraesCS5A03G1007100","Ambiguous"
"TraesCS5A03G0482100","Ambiguous"
"TraesCS5A03G1009600","Conserved"
"TraesCS5A03G1010100","Ambiguous"
"TraesCS5A03G1010600","Ambiguous"
"TraesCS5A03G1011500","Ambiguous"
"TraesCS5A03G1011900","Compensatory"
"TraesCS5A03G1012900","Conserved"
"TraesCS5A03G1013700","Ambiguous"
"TraesCS5A03G0483500","Conserved"
"TraesCS5A03G1014200","Conserved"
"TraesCS5A03G1022900","Ambiguous"
"TraesCS5A03G1024000","Conserved"
"TraesCS5A03G1024200","Conserved"
"TraesCS5A03G1024800","Ambiguous"
"TraesCS5A03G0484600","Ambiguous"
"TraesCS5A03G1028000","Conserved"
"TraesCS5A03G1033100","Ambiguous"
"TraesCS5A03G1033400","Conserved"
"TraesCS5A03G1036400","Ambiguous"
"TraesCS5A03G1042100","Conserved"
"TraesCS5A03G1042300","Conserved"
"TraesCS5A03G1050800","Ambiguous"
"TraesCS5A03G0486700","Ambiguous"
"TraesCS5A03G1061900","Ambiguous"
"TraesCS5A03G0487100","Conserved"
"TraesCS5A03G1094700","Conserved"
"TraesCS5A03G0488600","Compensatory"
"TraesCS5A03G1105000","Conserved"
"TraesCS5A03G1118300","Conserved"
"TraesCS5A03G1141000","Conserved"
"TraesCS5A03G1156100","Conserved"
"TraesCS5A03G1156400","Conserved"
"TraesCS5A03G1156600","Ambiguous"
"TraesCS5A03G1157600","Ambiguous"
"TraesCS5A03G1157700","Conserved"
"TraesCS5A03G1158300","Conserved"
"TraesCS5A03G1158400","Ambiguous"
"TraesCS5A03G1159800","Ambiguous"
"TraesCS5A03G1161800","Conserved"
"TraesCS5A03G1163900","Ambiguous"
"TraesCS5A03G1164500","Conserved"
"TraesCS5A03G1165000","Conserved"
"TraesCS5A03G1165600","Ambiguous"
"TraesCS5A03G1166900","Conserved"
"TraesCS5A03G1169200","Ambiguous"
"TraesCS5A03G1169800","Ambiguous"
"TraesCS5A03G1171300","Conserved"
"TraesCS5A03G1176000","Conserved"
"TraesCS5A03G1177500","Ambiguous"
"TraesCS5A03G1188400","Conserved"
"TraesCS5A03G1192400","Ambiguous"
"TraesCS5A03G1195900","Ambiguous"
"TraesCS5A03G1197200","Ambiguous"
"TraesCS5A03G1201900","Conserved"
"TraesCS5A03G1202000","Ambiguous"
"TraesCS5A03G1204900","Conserved"
"TraesCS5A03G1205800","Conserved"
"TraesCS5A03G1208300","Conserved"
"TraesCS5A03G1208400","Conserved"
"TraesCS5A03G1208500","Ambiguous"
"TraesCS5A03G1210000","Conserved"
"TraesCS5A03G1210200","Ambiguous"
"TraesCS5A03G1213000","Ambiguous"
"TraesCS5A03G1220000","Conserved"
"TraesCS5A03G1224100","Conserved"
"TraesCS5A03G1224400","Ambiguous"
"TraesCS5A03G1225300","Conserved"
"TraesCS5A03G1230400","Ambiguous"
"TraesCS5A03G1240000","Conserved"
"TraesCS5A03G1242500","Ambiguous"
"TraesCS5A03G1243100","Conserved"
"TraesCS5A03G1243300","Ambiguous"
"TraesCS5A03G0454100","Conserved"
"TraesCS5A03G1244500","Ambiguous"
"TraesCS5A03G1244600","Conserved"
"TraesCS5A03G1246000","Cis + trans"
"TraesCS5A03G1267700","Ambiguous"
"TraesCS5A03G1267900","Conserved"
"TraesCS5A03G1270100","Conserved"
"TraesCS5A03G1274300","Ambiguous"
"TraesCS5A03G1274700","Ambiguous"
"TraesCS5A03G1275400","Conserved"
"TraesCS5A03G1275600","Ambiguous"
"TraesCS5A03G1276900","Conserved"
"TraesCS5A03G1279700","Ambiguous"
"TraesCS5A03G1280400","Cis + trans"
"TraesCS5A03G1281300","Ambiguous"
"TraesCS5A03G1293700","Trans only"
"TraesCS5A03G1298000","Conserved"
"TraesCS5A03G1298100","Conserved"
"TraesCS5A03G1302600","Conserved"
"TraesCS5A03G0503600","Conserved"
"TraesCS5A03G0503800","Conserved"
"TraesCS5A03G0506400","Ambiguous"
"TraesCS5A03G0507200","Conserved"
"TraesCS5A03G0510300","Conserved"
"TraesCS5A03G0511700","Ambiguous"
"TraesCS5A03G0513100","Conserved"
"TraesCS5A03G0513900","Conserved"
"TraesCS5A03G0514100","Ambiguous"
"TraesCS5A03G0518100","Ambiguous"
"TraesCS5A03G0519000","Conserved"
"TraesCS5A03G0519200","Conserved"
"TraesCS5A03G0521300","Ambiguous"
"TraesCS5A03G0521600","Conserved"
"TraesCS5A03G0522500","Ambiguous"
"TraesCS5A03G0523700","Conserved"
"TraesCS5A03G0524000","Conserved"
"TraesCS5A03G0524300","Conserved"
"TraesCS5A03G0524400","Conserved"
"TraesCS5A03G0525400","Cis + trans"
"TraesCS5A03G0526900","Conserved"
"TraesCS5A03G0527400","Ambiguous"
"TraesCS5A03G0528700","Cis only"
"TraesCS5A03G0530500","Ambiguous"
"TraesCS5A03G0531800","Ambiguous"
"TraesCS5A03G0533400","Conserved"
"TraesCS5A03G0533600","Ambiguous"
"TraesCS5A03G0536600","Conserved"
"TraesCS5A03G0537700","Ambiguous"
"TraesCS5A03G0457800","Conserved"
"TraesCS5A03G0541500","Cis + trans"
"TraesCS5A03G0541700","Trans only"
"TraesCS5A03G0546200","Ambiguous"
"TraesCS5A03G0547600","Conserved"
"TraesCS5A03G0552400","Conserved"
"TraesCS5A03G0553400","Conserved"
"TraesCS5A03G0561800","Ambiguous"
"TraesCS5A03G0569700","Conserved"
"TraesCS5A03G0570000","Ambiguous"
"TraesCS5A03G0570800","Ambiguous"
"TraesCS5A03G0571200","Ambiguous"
"TraesCS5A03G0573700","Ambiguous"
"TraesCS5A03G0579100","Conserved"
"TraesCS5A03G0579500","Conserved"
"TraesCS5A03G0580700","Ambiguous"
"TraesCS5A03G0582000","Conserved"
"TraesCS5A03G0582300","Conserved"
"TraesCS5A03G0583000","Cis + trans"
"TraesCS5A03G0583200","Conserved"
"TraesCS5A03G0583800","Trans only"
"TraesCS5A03G0585000","Ambiguous"
"TraesCS5A03G0585100","Ambiguous"
"TraesCS5A03G0593000","Ambiguous"
"TraesCS5A03G0594900","Cis + trans"
"TraesCS5A03G0595000","Ambiguous"
"TraesCS5A03G0595200","Conserved"
"TraesCS5A03G0597300","Ambiguous"
"TraesCS5A03G0597700","Conserved"
"TraesCS5A03G0598300","Conserved"
"TraesCS5A03G0602500","Ambiguous"
"TraesCS5A03G0603800","Ambiguous"
"TraesCS5B03G0023200","Conserved"
"TraesCS5B03G0023300","Ambiguous"
"TraesCS5B03G0209400","Conserved"
"TraesCS5B03G0226300","Ambiguous"
"TraesCS5B03G0227100","Conserved"
"TraesCS5B03G0229600","Ambiguous"
"TraesCS5B03G0229800","Conserved"
"TraesCS5B03G0233900","Conserved"
"TraesCS5B03G0234300","Ambiguous"
"TraesCS5B03G0235100","Conserved"
"TraesCS5B03G0237900","Conserved"
"TraesCS5B03G0238100","Ambiguous"
"TraesCS5B03G0239700","Conserved"
"TraesCS5B03G0248200","Conserved"
"TraesCS5B03G0249500","Conserved"
"TraesCS5B03G0249600","Ambiguous"
"TraesCS5B03G0249900","Conserved"
"TraesCS5B03G0253200","Ambiguous"
"TraesCS5B03G0253800","Ambiguous"
"TraesCS5B03G0254200","Ambiguous"
"TraesCS5B03G0254500","Compensatory"
"TraesCS5B03G0255500","Ambiguous"
"TraesCS5B03G0255600","Ambiguous"
"TraesCS5B03G0256100","Conserved"
"TraesCS5B03G0256600","Conserved"
"TraesCS5B03G0257000","Ambiguous"
"TraesCS5B03G0257500","Conserved"
"TraesCS5B03G0258800","Conserved"
"TraesCS5B03G0259500","Conserved"
"TraesCS5B03G0030600","Conserved"
"TraesCS5B03G0030800","Ambiguous"
"TraesCS5B03G0030900","Cis + trans"
"TraesCS5B03G0260700","Trans only"
"TraesCS5B03G0031700","Trans only"
"TraesCS5B03G0264500","Conserved"
"TraesCS5B03G0268300","Ambiguous"
"TraesCS5B03G0268900","Ambiguous"
"TraesCS5B03G0269000","Conserved"
"TraesCS5B03G0270000","Ambiguous"
"TraesCS5B03G0274000","Conserved"
"TraesCS5B03G0035300","Ambiguous"
"TraesCS5B03G0035900","Compensatory"
"TraesCS5B03G0279300","Conserved"
"TraesCS5B03G0282400","Ambiguous"
"TraesCS5B03G0282600","Ambiguous"
"TraesCS5B03G0288500","Ambiguous"
"TraesCS5B03G0293000","Ambiguous"
"TraesCS5B03G0293400","Ambiguous"
"TraesCS5B03G0294300","Conserved"
"TraesCS5B03G0300800","Conserved"
"TraesCS5B03G0302200","Conserved"
"TraesCS5B03G0302300","Ambiguous"
"TraesCS5B03G0043100","Ambiguous"
"TraesCS5B03G0303100","Conserved"
"TraesCS5B03G0304200","Ambiguous"
"TraesCS5B03G0305200","Conserved"
"TraesCS5B03G0307000","Trans only"
"TraesCS5B03G0307600","Ambiguous"
"TraesCS5B03G0309500","Ambiguous"
"TraesCS5B03G0311100","Ambiguous"
"TraesCS5B03G0311400","Conserved"
"TraesCS5B03G0311700","Conserved"
"TraesCS5B03G0314000","Conserved"
"TraesCS5B03G0320200","Conserved"
"TraesCS5B03G0322100","Ambiguous"
"TraesCS5B03G0051400","Conserved"
"TraesCS5B03G0322500","Ambiguous"
"TraesCS5B03G0323800","Ambiguous"
"TraesCS5B03G0325000","Conserved"
"TraesCS5B03G0325500","Conserved"
"TraesCS5B03G0327900","Ambiguous"
"TraesCS5B03G0328800","Conserved"
"TraesCS5B03G0330400","Ambiguous"
"TraesCS5B03G0332700","Conserved"
"TraesCS5B03G0332800","Conserved"
"TraesCS5B03G0334600","Conserved"
"TraesCS5B03G0337300","Conserved"
"TraesCS5B03G0340600","Conserved"
"TraesCS5B03G0346700","Conserved"
"TraesCS5B03G0350800","Ambiguous"
"TraesCS5B03G0057900","Cis + trans"
"TraesCS5B03G0351800","Conserved"
"TraesCS5B03G0352900","Ambiguous"
"TraesCS5B03G0357600","Conserved"
"TraesCS5B03G0357900","Cis only"
"TraesCS5B03G0059100","Conserved"
"TraesCS5B03G0361600","Conserved"
"TraesCS5B03G0361800","Conserved"
"TraesCS5B03G0361900","Conserved"
"TraesCS5B03G0362200","Ambiguous"
"TraesCS5B03G0363000","Ambiguous"
"TraesCS5B03G0369100","Conserved"
"TraesCS5B03G0392700","Conserved"
"TraesCS5B03G0065800","Conserved"
"TraesCS5B03G0066000","Ambiguous"
"TraesCS5B03G0066900","Conserved"
"TraesCS5B03G0067000","Conserved"
"TraesCS5B03G0067600","Conserved"
"TraesCS5B03G0067800","Conserved"
"TraesCS5B03G0067900","Ambiguous"
"TraesCS5B03G0068000","Trans only"
"TraesCS5B03G0413100","Conserved"
"TraesCS5B03G0414900","Ambiguous"
"TraesCS5B03G0415200","Conserved"
"TraesCS5B03G0415800","Ambiguous"
"TraesCS5B03G0418200","Ambiguous"
"TraesCS5B03G0419200","Conserved"
"TraesCS5B03G0437800","Ambiguous"
"TraesCS5B03G0437900","Conserved"
"TraesCS5B03G0441400","Conserved"
"TraesCS5B03G0441800","Conserved"
"TraesCS5B03G0441900","Trans only"
"TraesCS5B03G0442000","Conserved"
"TraesCS5B03G0442800","Conserved"
"TraesCS5B03G0443700","Ambiguous"
"TraesCS5B03G0444300","Ambiguous"
"TraesCS5B03G0446000","Conserved"
"TraesCS5B03G0446700","Conserved"
"TraesCS5B03G0447000","Conserved"
"TraesCS5B03G0447300","Conserved"
"TraesCS5B03G0447500","Ambiguous"
"TraesCS5B03G0447700","Conserved"
"TraesCS5B03G0448000","Ambiguous"
"TraesCS5B03G0448700","Conserved"
"TraesCS5B03G0449100","Conserved"
"TraesCS5B03G0449400","Ambiguous"
"TraesCS5B03G0450500","Conserved"
"TraesCS5B03G0450700","Conserved"
"TraesCS5B03G0451100","Conserved"
"TraesCS5B03G0451700","Conserved"
"TraesCS5B03G0452800","Conserved"
"TraesCS5B03G0455200","Ambiguous"
"TraesCS5B03G0455500","Ambiguous"
"TraesCS5B03G0455700","Ambiguous"
"TraesCS5B03G0457300","Conserved"
"TraesCS5B03G0458500","Conserved"
"TraesCS5B03G0461100","Conserved"
"TraesCS5B03G0461200","Conserved"
"TraesCS5B03G0461300","Conserved"
"TraesCS5B03G0461900","Conserved"
"TraesCS5B03G0462200","Ambiguous"
